age,com_age,com_upvotes,comment,commenter,net,num_comments,op_upvotes,post_title,poster,reflink,tags
,2019-07-03 07:35:20 -0500,3,Thanks pushcx! Do you think you could make it so that the list of upvoted stories doesn’t include one’s own submissions?,freddyb,"{'age': '2019-07-03 06:25:30 -0500',
 'num_comments': ['30'],
 'op_upvotes': '275',
 'post_title': 'Happy 7th Anniversary, Lobsters',
 'poster': None,
 'reflink': None,
 'tags': ['announce']}",,,,,,
,2019-07-03 09:54:53 -0500,11,Done.,pushcx,"{'age': '2019-07-03 06:25:30 -0500',
 'num_comments': ['30'],
 'op_upvotes': '275',
 'post_title': 'Happy 7th Anniversary, Lobsters',
 'poster': None,
 'reflink': None,
 'tags': ['announce']}",,,,,,
,2019-07-03 18:41:47 -0500,3,"
,
,These are very useful - is there a way to navigate to them from somewhere? I didn’t know that upvoted stores existed.",utahshex,"{'age': '2019-07-03 06:25:30 -0500',
 'num_comments': ['30'],
 'op_upvotes': '275',
 'post_title': 'Happy 7th Anniversary, Lobsters',
 'poster': None,
 'reflink': None,
 'tags': ['announce']}",,,,,,
,2019-07-03 21:37:58 -0500,2,7 years? god damn,josm,"{'age': '2019-07-03 06:25:30 -0500',
 'num_comments': ['30'],
 'op_upvotes': '275',
 'post_title': 'Happy 7th Anniversary, Lobsters',
 'poster': None,
 'reflink': None,
 'tags': ['announce']}",,,,,,
,2019-07-04 11:57:47 -0500, ,I’m surprised by the continuous quality posting and commenting on here after a long seven years. Happy birthday!,jackklika,"{'age': '2019-07-03 06:25:30 -0500',
 'num_comments': ['30'],
 'op_upvotes': '275',
 'post_title': 'Happy 7th Anniversary, Lobsters',
 'poster': None,
 'reflink': None,
 'tags': ['announce']}",,,,,,
,2019-07-03 08:11:18 -0500,1,". EDIT I cannot tell dates,Also, congrats!,Thanks for the new feature, and for all the hard work keeping the site up and running!,(, replaced link with a better one)",gerikson,"{'age': '2019-07-03 06:25:30 -0500',
 'num_comments': ['30'],
 'op_upvotes': '275',
 'post_title': 'Happy 7th Anniversary, Lobsters',
 'poster': None,
 'reflink': None,
 'tags': ['announce']}",,,,,,
,2019-07-03 09:54:42 -0500,5,"There’s been a bit of confusion about this in the past, too: the first anniversary post was on July 1 and there is a story or two posted then, but the 5th post was on the third and references a tweet on July 3rd. I think the site was deployed on the first and then announced on the third, so I went with the latter.",pushcx,"{'age': '2019-07-03 06:25:30 -0500',
 'num_comments': ['30'],
 'op_upvotes': '275',
 'post_title': 'Happy 7th Anniversary, Lobsters',
 'poster': None,
 'reflink': None,
 'tags': ['announce']}",,,,,,
,2019-07-03 07:37:51 -0500,1,"Thank you for the upvoted comments/stories links!! This was really missing from lobste.rs.,Also, happy birthday!",j11g,"{'age': '2019-07-03 06:25:30 -0500',
 'num_comments': ['30'],
 'op_upvotes': '275',
 'post_title': 'Happy 7th Anniversary, Lobsters',
 'poster': None,
 'reflink': None,
 'tags': ['announce']}",,,,,,
,2019-07-03 08:14:27 -0500,1,"Very nice community, keep it up and Happy Birthday!",af,"{'age': '2019-07-03 06:25:30 -0500',
 'num_comments': ['30'],
 'op_upvotes': '275',
 'post_title': 'Happy 7th Anniversary, Lobsters',
 'poster': None,
 'reflink': None,
 'tags': ['announce']}",,,,,,
,2019-07-03 11:30:30 -0500,1,Happy birthday!!!,lkurusa,"{'age': '2019-07-03 06:25:30 -0500',
 'num_comments': ['30'],
 'op_upvotes': '275',
 'post_title': 'Happy 7th Anniversary, Lobsters',
 'poster': None,
 'reflink': None,
 'tags': ['announce']}",,,,,,
,2019-07-03 12:47:42 -0500,1,Happy birthday! Cheers to all crustaceans for making this nice community!,knixeur,"{'age': '2019-07-03 06:25:30 -0500',
 'num_comments': ['30'],
 'op_upvotes': '275',
 'post_title': 'Happy 7th Anniversary, Lobsters',
 'poster': None,
 'reflink': None,
 'tags': ['announce']}",,,,,,
,2019-07-05 15:37:07 -0500, ,"Speaking of pages that ,, is there any existing page that shows all of one’s own comments? I would like to be able to save all of my comments to my computer, and to search within my comments to find one I remember making about a certain topic., contains one’s comments inline with other comments, but the page ends with threads from a few months ago. , contains all comments, paginated, but I don’t see a way to filter it to a specific user’s comments.",roryokane,"{'age': '2019-07-03 06:25:30 -0500',
 'num_comments': ['30'],
 'op_upvotes': '275',
 'post_title': 'Happy 7th Anniversary, Lobsters',
 'poster': None,
 'reflink': None,
 'tags': ['announce']}",,,,,,
,2019-07-03 13:10:47 -0500,0,"I’m sad political discussion isn’t allowed. I don’t mean hardcore politics. I just mean, occasionally, talking about some high-profile issues that affect us all. (For example, , raises many questions, and I’ve been hoping to somehow talk about it. But it’s mostly politics rather than tech, and hence not a fit for lobsters.),But I understand the reasons.,Happy anniversary. :) I like how nice everyone is, even during heated debates.",shawn,"{'age': '2019-07-03 06:25:30 -0500',
 'num_comments': ['30'],
 'op_upvotes': '275',
 'post_title': 'Happy 7th Anniversary, Lobsters',
 'poster': None,
 'reflink': None,
 'tags': ['announce']}",,,,,,
,2019-07-03 14:32:14 -0500,9,"Yeah, I share your sadness, but I really do think it’s for the best. It’s not like we don’t have discussion of high-profile issues, it gets in there in various ways. It just isn’t the main driver of those conversations, and I really don’t think this would be a pleasant site if it were.,(I wouldn’t be able to talk about that article, anyway, as I’m too close to the events. Oh well. Being responsible sucks, I wanna talk irresponsibly. :/)",Irene,"{'age': '2019-07-03 06:25:30 -0500',
 'num_comments': ['30'],
 'op_upvotes': '275',
 'post_title': 'Happy 7th Anniversary, Lobsters',
 'poster': None,
 'reflink': None,
 'tags': ['announce']}",,,,,,
,2019-07-04 02:25:55 -0500,1,"Bad analogy time!,Snuffing out overtly political discussion runs the risk of dousing light, but it also prevents the formation of dense smoke and the risk of a raging wildfire burning all before it.",gerikson,"{'age': '2019-07-03 06:25:30 -0500',
 'num_comments': ['30'],
 'op_upvotes': '275',
 'post_title': 'Happy 7th Anniversary, Lobsters',
 'poster': None,
 'reflink': None,
 'tags': ['announce']}",,,,,,
,2019-07-05 17:04:22 -0500, ,I’ve had is 8-bit computer videos in my “to watch” list but haven’t gotten to them yet.  This is the first of his videos I’ve seen.  Very straight forward and understandable.  Good stuff.,TronDD,"{'age': '2019-07-05 13:50:37 -0500',
 'num_comments': ['2'],
 'op_upvotes': '10',
 'post_title': 'Build a video card from scratch',
 'poster': 'james',
 'reflink': 'youtube.com',
 'tags': ['video', 'graphics', 'hardware']}",,,,,,
,2019-07-05 17:16:34 -0500, ,"Highly recommend those, where he builds a CPU from discrete logic; gave me a simple but solid understanding of how a CPU works at the ‘logic’ level e.g. what is microcode? how does stuff get moved around between registers, what’s the relationship between clock and microcode or assembly ‘instructions’, basic of how busses work at hardware level. Modern CPU’s I’m sure are very advanced / optimised, but I imagine the concepts hold.",james,"{'age': '2019-07-05 13:50:37 -0500',
 'num_comments': ['2'],
 'op_upvotes': '10',
 'post_title': 'Build a video card from scratch',
 'poster': 'james',
 'reflink': 'youtube.com',
 'tags': ['video', 'graphics', 'hardware']}",,,,,,
,2019-07-05 13:10:54 -0500, ,"Cool to see some Ada demos on Lobsters. Although, I admit I loved Jim Stogdill’s summary of blockchains. I’m probably going to quote him in the future. On pro-blockchain side, I’ve been saying for a while it makes sense to do them in Ada/SPARK to leverage their safety and maturity. Props for using a safe, systems language. :)",nickpsecurity,"{'age': '2019-07-05 12:13:06 -0500',
 'num_comments': ['3'],
 'op_upvotes': '10',
 'post_title': 'Simple blockchain in Ada (2018)',
 'poster': None,
 'reflink': 'tomekw.com',
 'tags': ['programming']}",,,,,,
,2019-07-05 14:03:24 -0500, ,Thank you! If you are into Ada you can read some interviews with Ada programmers on my blog: ,tomekw,"{'age': '2019-07-05 12:13:06 -0500',
 'num_comments': ['3'],
 'op_upvotes': '10',
 'post_title': 'Simple blockchain in Ada (2018)',
 'poster': None,
 'reflink': 'tomekw.com',
 'tags': ['programming']}",,,,,,
,2019-07-05 16:18:17 -0500, ,Thanks for the tip. I might check a few out.,nickpsecurity,"{'age': '2019-07-05 12:13:06 -0500',
 'num_comments': ['3'],
 'op_upvotes': '10',
 'post_title': 'Simple blockchain in Ada (2018)',
 'poster': None,
 'reflink': 'tomekw.com',
 'tags': ['programming']}",,,,,,
,2019-07-05 17:14:56 -0500, ,"I would suggest using Meson for installation. See , and , for Rust examples. It makes resources and internationalization easy.,And , (now out of the box in nightly) is excellent for packaging releases as tarballs together with all Rust dependencies. It’s awesome for packaging — , looks like a regular , port, just with a build dependency on Rust.",myfreeweb,"{'age': '2019-07-05 15:51:47 -0500',
 'num_comments': ['2'],
 'op_upvotes': '16',
 'post_title': 'Speedy Desktop Apps With GTK and Rust',
 'poster': None,
 'reflink': 'nora.codes',
 'tags': ['programming', 'rust']}",,,,,,
,2019-07-05 18:18:45 -0500, ,"I actually tried to set up Meson and never got it working quite right. I have to say, I’m not sure what value it provides over ,, probably because I have yet to run into the pain of maintaining a huge Makefile.,The project currently uses ,, and I’ll talk about it more in the Flatpak packaging post.",NoraCodes,"{'age': '2019-07-05 15:51:47 -0500',
 'num_comments': ['2'],
 'op_upvotes': '16',
 'post_title': 'Speedy Desktop Apps With GTK and Rust',
 'poster': None,
 'reflink': 'nora.codes',
 'tags': ['programming', 'rust']}",,,,,,
,2019-07-05 05:02:51 -0500,5,"Incidentally, this isn’t at all far off what we’re doing with the ,—our main output is an IPv6 overlay network as that is generally simple to work with, but our development branch has modularised the code to the point that you can use Yggdrasil in Go almost the same as using regular sockets.,The main difference is that you address a remote node by public key instead of by IP address. A distributed hash table (DHT) is used to look up the remote node’s location on the network and the overlay network encrypts and carries the traffic to it.",neilalexander,"{'age': '2019-07-04 20:46:32 -0500',
 'num_comments': ['2'],
 'op_upvotes': '7',
 'post_title': 'Idea: A Generic P2P Network Client',
 'poster': 'Teckla',
 'reflink': 'techblog.bozho.net',
 'tags': ['distributed', 'networking']}",,,,,,
,2019-07-04 21:06:04 -0500, ,Reminds me a bit of the libp2p layer in the IPFS technology stack.,singpolyma,"{'age': '2019-07-04 20:46:32 -0500',
 'num_comments': ['2'],
 'op_upvotes': '7',
 'post_title': 'Idea: A Generic P2P Network Client',
 'poster': 'Teckla',
 'reflink': 'techblog.bozho.net',
 'tags': ['distributed', 'networking']}",,,,,,
,2019-07-04 17:54:34 -0500,5,"
,
, am I missing a joke or should that be 404? 410 is Gone and indicates a resource used to exist at this URL but no longer does.",wezm,"{'age': '2019-07-04 16:22:20 -0500',
 'num_comments': ['3'],
 'op_upvotes': '13',
 'post_title': '404 Found',
 'poster': 'calvin',
 'reflink': 'flak.tedunangst.com',
 'tags': ['web']}",,,,,,
,2019-07-04 18:22:42 -0500, ,Whoops! I was thinking “(or 410 yada yada)” as I wrote that and it slipped in.,tedu,"{'age': '2019-07-04 16:22:20 -0500',
 'num_comments': ['3'],
 'op_upvotes': '13',
 'post_title': '404 Found',
 'poster': 'calvin',
 'reflink': 'flak.tedunangst.com',
 'tags': ['web']}",,,,,,
,2019-07-05 11:20:02 -0500, ,"At some point (possibly still now) a large Linux distribution had their apache httpd defaults set up so that the page served from ‘/’ had the text “congratulations! your web server works. you should replace this page” and the status code 404. There is some intent behind this, but it really flummoxed me, the natural thing (for me) to do when testing the httpd had started was to test “GET /” or “HEAD /” via a CLI tool.",jmtd,"{'age': '2019-07-04 16:22:20 -0500',
 'num_comments': ['3'],
 'op_upvotes': '13',
 'post_title': '404 Found',
 'poster': 'calvin',
 'reflink': 'flak.tedunangst.com',
 'tags': ['web']}",,,,,,
,2019-07-04 21:16:38 -0500,5,Yes! An offline mode for cargo. Has anyone built an easy cargo mirror so I can have fun on planes? I’ll just stick it all on an external drive and live happy.,roshan,"{'age': '2019-07-04 09:38:34 -0500',
 'num_comments': ['8'],
 'op_upvotes': '35',
 'post_title': 'Announcing Rust 1.36.0',
 'poster': 'NoraCodes',
 'reflink': 'blog.rust-lang.org',
 'tags': ['release', 'rust']}",,,,,,
,2019-07-05 03:59:28 -0500,5,"I’m not sure if an implementation currently exists but it should be fairly easy to create. All the packages ever uploaded to crates.io currently weight around 24 GB, so it’s also cheap in terms of local storage required.",pietroalbini,"{'age': '2019-07-04 09:38:34 -0500',
 'num_comments': ['8'],
 'op_upvotes': '35',
 'post_title': 'Announcing Rust 1.36.0',
 'poster': 'NoraCodes',
 'reflink': 'blog.rust-lang.org',
 'tags': ['release', 'rust']}",,,,,,
,2019-07-05 05:43:59 -0500, ," mentions:,
,
",wezm,"{'age': '2019-07-04 09:38:34 -0500',
 'num_comments': ['8'],
 'op_upvotes': '35',
 'post_title': 'Announcing Rust 1.36.0',
 'poster': 'NoraCodes',
 'reflink': 'blog.rust-lang.org',
 'tags': ['release', 'rust']}",,,,,,
,2019-07-04 20:44:52 -0500, ,"Isn’t , the Rust that everyone has been waiting for? Isn’t this , 1 dot Oh Yeah! It is on!!,Please correct me, but I believe this is the case.",animatronic,"{'age': '2019-07-04 09:38:34 -0500',
 'num_comments': ['8'],
 'op_upvotes': '35',
 'post_title': 'Announcing Rust 1.36.0',
 'poster': 'NoraCodes',
 'reflink': 'blog.rust-lang.org',
 'tags': ['release', 'rust']}",,,,,,
,2019-07-05 00:19:24 -0500, ,"Sort of:,
,
",ketralnis,"{'age': '2019-07-04 09:38:34 -0500',
 'num_comments': ['8'],
 'op_upvotes': '35',
 'post_title': 'Announcing Rust 1.36.0',
 'poster': 'NoraCodes',
 'reflink': 'blog.rust-lang.org',
 'tags': ['release', 'rust']}",,,,,,
,2019-07-05 02:30:35 -0500, ,"The stabilization report for the MVP of async/.await indicated a goal of 1.38, which comes out in ~3 months. Really looking forward to start playing with that.,Lots of future improvements on the horizon also. Personally I am really excited for async/await when combined with Generic Associated Types (type-members in traits can be generic, not just concrete as today), since that is a key requirement to be able to have async trait methods.  Work on GAT is ongoing but not at all finished.",mzl,"{'age': '2019-07-04 09:38:34 -0500',
 'num_comments': ['8'],
 'op_upvotes': '35',
 'post_title': 'Announcing Rust 1.36.0',
 'poster': 'NoraCodes',
 'reflink': 'blog.rust-lang.org',
 'tags': ['release', 'rust']}",,,,,,
,2019-07-05 04:11:18 -0500, ,"That means, BTW, that the feature needs to be mostly done in 1.5 months, as that’s when the beta is being cut.",skade,"{'age': '2019-07-04 09:38:34 -0500',
 'num_comments': ['8'],
 'op_upvotes': '35',
 'post_title': 'Announcing Rust 1.36.0',
 'poster': 'NoraCodes',
 'reflink': 'blog.rust-lang.org',
 'tags': ['release', 'rust']}",,,,,,
,2019-07-05 05:34:34 -0500, ,"Yes,. Here is the issue I mentioned above: ,From the issue:,
,
,and,
,
",mzl,"{'age': '2019-07-04 09:38:34 -0500',
 'num_comments': ['8'],
 'op_upvotes': '35',
 'post_title': 'Announcing Rust 1.36.0',
 'poster': 'NoraCodes',
 'reflink': 'blog.rust-lang.org',
 'tags': ['release', 'rust']}",,,,,,
,2019-07-05 12:45:36 -0500, ,"It is surprising that all vulnerabilities listed are mitigated,  my hypothesis is that only mitigated vulnerabilities were looked for, making the perfect score.,Also the numbe of attack vector that this security module prevent show how much php is insecure. It also let suppose that some are not covered.,The majority of hosting don’t use this security module I would say, starting with wordpress.com, making this solution only for a happy few.",xcombelle,"{'age': '2019-07-05 07:06:28 -0500',
 'num_comments': ['2'],
 'op_upvotes': '4',
 'post_title': 'Snuffleupagus versus recent high-profile vulnerabilities',
 'poster': 'calvin',
 'reflink': 'dustri.org',
 'tags': ['php', 'security']}",,,,,,
,2019-07-05 15:03:29 -0500, ,"I’m the lead dev of Snuffleupagus and author of the article, and I’ll be happy to add whatever less-than-two-years-old major vulnerability you suggest to my blogpost. I did my very best to add all the relevant ones: I went through Drupal, Wordpress, Joomla, the RIPS blogposts, bugbounties programs, WAF rules, … but I’m sure I might have missed some.,PHP has some shortcomings when it comes to security, this is why Snuffleupagus was created. About the vulnerabilities not covered, well, as explained at the end of the articles, some can’t mitigated by Snuffleupagus.,Snuffleupagus is licensed under LGPL, so everyone is more than welcome to use it. The article was written to show that it’s an efficient solution to PHP-related security issues, in the hope that more people would deploy it.
Its features aren’t upstreamed because most of them wouldn’t be accepted anyway.",jvoisin,"{'age': '2019-07-05 07:06:28 -0500',
 'num_comments': ['2'],
 'op_upvotes': '4',
 'post_title': 'Snuffleupagus versus recent high-profile vulnerabilities',
 'poster': 'calvin',
 'reflink': 'dustri.org',
 'tags': ['php', 'security']}",,,,,,
,2019-07-04 08:43:57 -0500,11,"It is disheartening that this does not seem particularly egregious, given the state of the modern web.",jfb,"{'age': '2019-07-04 06:55:42 -0500',
 'num_comments': ['11'],
 'op_upvotes': '60',
 'post_title': 'User Inyerface - A worst-practice UI experiment',
 'poster': 'freddyb',
 'reflink': 'userinyerface.com',
 'tags': ['practices']}",,,,,,
,2019-07-04 09:04:35 -0500,8,It also requires JavaScript so I sat there for a while waiting for a blank screen to load (:,awn,"{'age': '2019-07-04 06:55:42 -0500',
 'num_comments': ['11'],
 'op_upvotes': '60',
 'post_title': 'User Inyerface - A worst-practice UI experiment',
 'poster': 'freddyb',
 'reflink': 'userinyerface.com',
 'tags': ['practices']}",,,,,,
,2019-07-04 09:25:47 -0500,16,"It’s an example of UI anti-patterns, so of course it requires JS.",gerikson,"{'age': '2019-07-04 06:55:42 -0500',
 'num_comments': ['11'],
 'op_upvotes': '60',
 'post_title': 'User Inyerface - A worst-practice UI experiment',
 'poster': 'freddyb',
 'reflink': 'userinyerface.com',
 'tags': ['practices']}",,,,,,
,2019-07-04 10:24:23 -0500,6,I got stuck on the captcha.,WilhelmVonWeiner,"{'age': '2019-07-04 06:55:42 -0500',
 'num_comments': ['11'],
 'op_upvotes': '60',
 'post_title': 'User Inyerface - A worst-practice UI experiment',
 'poster': 'freddyb',
 'reflink': 'userinyerface.com',
 'tags': ['practices']}",,,,,,
,2019-07-04 20:40:57 -0500, ,You always need to click on all the images (from the examples I got). Make sure to scroll up up up up,Nesh,"{'age': '2019-07-04 06:55:42 -0500',
 'num_comments': ['11'],
 'op_upvotes': '60',
 'post_title': 'User Inyerface - A worst-practice UI experiment',
 'poster': 'freddyb',
 'reflink': 'userinyerface.com',
 'tags': ['practices']}",,,,,,
,2019-07-04 12:22:28 -0500, ,"I gave up on the captcha. Will this end at some point? I think I filled 4 or 5 of the captcha screens before I wanted to throw my PC out of the window.,The funny thing is how you can relate many components to modern web pages: Cookie banners, message boxes popping up on the bottom right, fullscreen hover popups about “Please subscribe to our newsletter”…",aufziehvogel,"{'age': '2019-07-04 06:55:42 -0500',
 'num_comments': ['11'],
 'op_upvotes': '60',
 'post_title': 'User Inyerface - A worst-practice UI experiment',
 'poster': 'freddyb',
 'reflink': 'userinyerface.com',
 'tags': ['practices']}",,,,,,
,2019-07-04 14:29:15 -0500, ,"The captcha ended for me after three screens – checking pictures containing “glasses”, “checks”, and “bows”.,Maybe the form checks if you marked the pictures accurately. Did you notice that the checkboxes aren’t associated with the picture close above them, but the picture far below them? To see the checkboxes for the top row of pictures, you have to scroll up. I’m not sure if it mattered, but I didn’t select the pictures of glass windows since I would call them “glass”, not “glasses”, and I didn’t select the single picture of chess pieces that were not in check.",roryokane,"{'age': '2019-07-04 06:55:42 -0500',
 'num_comments': ['11'],
 'op_upvotes': '60',
 'post_title': 'User Inyerface - A worst-practice UI experiment',
 'poster': 'freddyb',
 'reflink': 'userinyerface.com',
 'tags': ['practices']}",,,,,,
,2019-07-04 14:24:49 -0500, ,"I noticed the checkboxes being above the pictures (but also well done that you have to scroll up a bit to see this). My mistake might have been the glasses. There was one image with multiple panes(?) of glass, which I marked as “glasses”.,But having to repeat this over and over was also a nice feeling of surfing the web with a VPN and getting Google captchas. I feel that when you use a VPN you get the most difficult ones and have to do like 5 or more to reach a website.",aufziehvogel,"{'age': '2019-07-04 06:55:42 -0500',
 'num_comments': ['11'],
 'op_upvotes': '60',
 'post_title': 'User Inyerface - A worst-practice UI experiment',
 'poster': 'freddyb',
 'reflink': 'userinyerface.com',
 'tags': ['practices']}",,,,,,
,2019-07-04 11:21:29 -0500, ,"05:33 on mobile, I nearly died (of laughter). 🤣",Nesh,"{'age': '2019-07-04 06:55:42 -0500',
 'num_comments': ['11'],
 'op_upvotes': '60',
 'post_title': 'User Inyerface - A worst-practice UI experiment',
 'poster': 'freddyb',
 'reflink': 'userinyerface.com',
 'tags': ['practices']}",,,,,,
,2019-07-04 09:33:52 -0500, ,"At least on my phone, I think there was some unintentional breakage as well, so I never really did much.",tedu,"{'age': '2019-07-04 06:55:42 -0500',
 'num_comments': ['11'],
 'op_upvotes': '60',
 'post_title': 'User Inyerface - A worst-practice UI experiment',
 'poster': 'freddyb',
 'reflink': 'userinyerface.com',
 'tags': ['practices']}",,,,,,
,2019-07-04 20:41:47 -0500, ,It worked fine even on my weird firefox configuration on mobile. It is just the challenge.,Nesh,"{'age': '2019-07-04 06:55:42 -0500',
 'num_comments': ['11'],
 'op_upvotes': '60',
 'post_title': 'User Inyerface - A worst-practice UI experiment',
 'poster': 'freddyb',
 'reflink': 'userinyerface.com',
 'tags': ['practices']}",,,,,,
,2019-07-04 22:20:07 -0500, ,"A great example of “doing” devops. But I continue to see this ideal that we “do” devops in companies like we “do” agile. And places are continuing to miss the core cultural changes that these systems are designed to bring. You end up with companies that are “using pipelines” to deploy code but they are about as devopsy as a battle ship is nimble.
Are we ever going to realize that devops like lean is more of a culture shift then a job position and actually use it, or is it destined to ride of into the sunset of derision that agile seems to be riding off into?",Trisellum,"{'age': '2019-07-04 17:59:47 -0500',
 'num_comments': ['2'],
 'op_upvotes': '14',
 'post_title': 'Functional DevOps in a Dysfunctional World',
 'poster': None,
 'reflink': 'vaibhavsagar.com',
 'tags': ['devops']}",,,,,,
,2019-07-05 06:10:02 -0500, ,"What would you say are the core culture changes that a company switching to DevOps should look into, or should pay special attention to?",marcecoll,"{'age': '2019-07-04 17:59:47 -0500',
 'num_comments': ['2'],
 'op_upvotes': '14',
 'post_title': 'Functional DevOps in a Dysfunctional World',
 'poster': None,
 'reflink': 'vaibhavsagar.com',
 'tags': ['devops']}",,,,,,
,2019-07-05 19:12:00 -0500, ,"
,
,If OP is reading this, care to share what you learned? Feels like the meat of the article is missing.",begriffs,"{'age': '2019-07-05 17:38:41 -0500',
 'num_comments': ['1'],
 'op_upvotes': '1',
 'post_title': 'My experience learning make',
 'poster': 'calvin',
 'reflink': 'blog.neon.moe',
 'tags': ['unix']}",,,,,,
,2019-07-05 08:13:35 -0500, ,"“Firstly, back up your YouTube channel now. You can do this via Google Takeout. Alternatively you can download the content via Youtube-dl but the takeout route is better.”,Every security channel needs to this immediately if they don’t already have the local copies. If not PeerTube, we can always BitTorrent the shit for old times sake. :),“You can (and should) also back up your content to the Internet Archive. “,Also nice that Lobsters already does that on our submissions. I’d rather it be the U.S. one since their longevity is best. Smaller one might fall to lack of money or something in the future. There’s also the better possibility of just submitting to both. Maybe Lobsters does that.",nickpsecurity,"{'age': '2019-07-05 07:16:13 -0500',
 'num_comments': ['2'],
 'op_upvotes': '7',
 'post_title': 'Building a Safe Space for Security Research (Videos)',
 'poster': None,
 'reflink': '44con.com',
 'tags': ['culture', 'security']}",,,,,,
,2019-07-05 19:01:38 -0500, ,"
,
,^ Looks like it was web.archive.org until , changed it to archive.is in 2017 because it sounds like there were issues with getting a copy saved in a timely manner. But it also looks like it would be trivial to do submit to both.",azdle,"{'age': '2019-07-05 07:16:13 -0500',
 'num_comments': ['2'],
 'op_upvotes': '7',
 'post_title': 'Building a Safe Space for Security Research (Videos)',
 'poster': None,
 'reflink': '44con.com',
 'tags': ['culture', 'security']}",,,,,,
,2019-07-05 09:23:34 -0500,7,"User research is hard. I have my own story from working on the XBox One team and how the Kinect was made the huge bet it was, before the launch. In this article, the author writes,
,
,Well, on XBox One, this was the opposite: we took the user research results on how people controlled apps via voice and gestures seriously, shipping what worked well as per the user research and the employee betas.,Working on the Skype for XBox One team, we ran many user research tests to see how people would use the app via controller, voice controls (“XBox, call Joe”) or gestures (using your hand to scroll and call someone, Minotiry report style). The results for voice were promising, for gesture, they were neutral. So we shipped it and after similar results all-round, XBox leadership decided voice control will be mandatory for all XBox apps, with gesture strongly suggested (for first-party apps, it was also mandatory). And no XBox will be sold without a Kinect.,It later turned out that voice worked well… initially. But for all users but the most power users, usage steadily dropped after the first few months, until people stopped using it completely. This did not come out on the user tests, as they were designed to be short. And it did also not come out on the company takehome beta - about 3,000 people using pre-release XBoxes in their homes, with strict confidentiality in place - as people were early adopters, continously showing off voice and gesture control.,By the time the data was clear, it was too late: Kinect was bundled with XBox. And it took years to de-bundle it. As both this article and my story shows, user research is not straightfoward.",gregdoesit,"{'age': '2019-07-04 19:03:49 -0500',
 'num_comments': ['12'],
 'op_upvotes': '26',
 'post_title': 'The time I tried to ruin Halo 2',
 'poster': 'friendlysock',
 'reflink': 'polygon.com',
 'tags': ['cogsci', 'games', 'historical']}",,,,,,
,2019-07-04 22:31:57 -0500, ,"Lesson 5: People paying for researches don’t necessarily want to find the right answers, they might just want to support theirs.",Nesh,"{'age': '2019-07-04 19:03:49 -0500',
 'num_comments': ['12'],
 'op_upvotes': '26',
 'post_title': 'The time I tried to ruin Halo 2',
 'poster': 'friendlysock',
 'reflink': 'polygon.com',
 'tags': ['cogsci', 'games', 'historical']}",,,,,,
,2019-07-05 01:54:44 -0500, ,"Interesting insight into a part of games development I didn’t know existed.,Anecdata: in the run-up to auto-focus for still cameras in the 1980s, Nikon supposedly relied on feedback from experienced pros who dissed the current state of primitive AF as much inferior to manual focus, and didn’t push forward developing it.,Canon forged ahead, broke mount compatibility and introduced faster and more reliable AF, and captured the pro market by delivering a better system.",gerikson,"{'age': '2019-07-04 19:03:49 -0500',
 'num_comments': ['12'],
 'op_upvotes': '26',
 'post_title': 'The time I tried to ruin Halo 2',
 'poster': 'friendlysock',
 'reflink': 'polygon.com',
 'tags': ['cogsci', 'games', 'historical']}",,,,,,
,2019-07-05 03:48:17 -0500, ,I remember seeing a bunch of articles about ux experiments in Halo on gamasutra five or ten ish years ago. They were talking about doing things like making heat maps showing where players spent time in each level during play testing. This would let them find all the places where players were getting stuck in the levels so they could improve the signposting at those points.,0x2ba22e11,"{'age': '2019-07-04 19:03:49 -0500',
 'num_comments': ['12'],
 'op_upvotes': '26',
 'post_title': 'The time I tried to ruin Halo 2',
 'poster': 'friendlysock',
 'reflink': 'polygon.com',
 'tags': ['cogsci', 'games', 'historical']}",,,,,,
,2019-07-05 06:23:56 -0500, ,I think Halo 2 marked the transition from LAN-centric gaming towards more centralized but wider networks (Xbox Live exemplifies this). Game designers simply didn’t have the tools to see what the vast majority of gamers did. The article hints at that - the old lobby system could not scale to the hundred of thousands to millions of players expected for Halo 2.,gerikson,"{'age': '2019-07-04 19:03:49 -0500',
 'num_comments': ['12'],
 'op_upvotes': '26',
 'post_title': 'The time I tried to ruin Halo 2',
 'poster': 'friendlysock',
 'reflink': 'polygon.com',
 'tags': ['cogsci', 'games', 'historical']}",,,,,,
,2019-07-05 17:32:17 -0500, ,Did Counter-Strike 1 not hit the same kinds of numbers? That had a system more like a lobby.,0x2ba22e11,"{'age': '2019-07-04 19:03:49 -0500',
 'num_comments': ['12'],
 'op_upvotes': '26',
 'post_title': 'The time I tried to ruin Halo 2',
 'poster': 'friendlysock',
 'reflink': 'polygon.com',
 'tags': ['cogsci', 'games', 'historical']}",,,,,,
,2019-07-05 07:41:09 -0500, ,"It’s funny but I had pretty much the reaction the researchers originally anticipated.
It wasn’t with Halo 2 but I remember seeing my first games without lobbies and wondering what the heck happened. How come I couldn’t filter through a list of different server offerings and choose one that matched my style/mood.",fernplus,"{'age': '2019-07-04 19:03:49 -0500',
 'num_comments': ['12'],
 'op_upvotes': '26',
 'post_title': 'The time I tried to ruin Halo 2',
 'poster': 'friendlysock',
 'reflink': 'polygon.com',
 'tags': ['cogsci', 'games', 'historical']}",,,,,,
